stage_id,S1,S1,S1
1347,2.613313256,340.2307466,314.4946162
1348,2.804766324,347.5556367,331.5385118
1349,1.528119864,345.5230448,316.0883459
1350,1.548687966,333.653129,320.4126569
1351,3.23078811,333.587937,319.2346646
1352,3.733900777,340.3886496,327.8988894
1353,2.985507485,348.2767003,318.880333
1354,1.795369617,341.0793799,325.8373707
1355,3.11460233,351.7436426,329.2872473
1356,1.650105011,335.8117425,330.7212602
1357,1.67360088,349.4795208,331.663287
1358,2.131352414,347.5368232,327.8624143
1359,3.053924225,351.6251552,321.7176059
1360,3.077888619,344.9868723,331.8234972
1361,3.350060259,349.5139201,331.593172
1362,3.392694837,342.0257618,318.888933
1363,3.832697021,347.7996434,317.2103845
1364,2.521577917,338.1468561,325.9634585
1365,1.5288391,345.0561704,325.0680188
1366,1.660991752,334.0431732,329.2039801
1367,2.475138594,352.1655441,319.2150526
1368,2.482221532,337.5626923,321.4658453
1369,2.153785763,344.5646026,316.2369223
1370,2.545614408,344.9333367,326.3464075
1371,3.841443393,336.9364901,328.4222593
1372,2.219354968,335.8165819,330.7483778
1373,3.13011185,346.3257658,328.0661347
1374,2.670891229,345.661305,329.0449273
1375,2.481394373,336.9689293,325.380075
1376,1.783310451,333.5648175,326.4611281
1377,3.867872724,339.4420234,329.4036266
1378,3.65399585,337.2639921,325.6240253
1379,3.750665952,340.6934426,317.3529155
1380,2.743809373,337.5922261,320.4116161
1381,3.021566484,345.3657333,330.897773
1382,1.901260863,335.7620364,320.6239087
1383,2.774127219,348.2945072,328.7817121
1384,2.62602219,349.6851622,314.6974478
1385,2.71471259,345.3801296,331.7270738
1386,2.123967009,338.7470667,315.6557117
1387,3.490992297,345.8118166,325.6977297
1388,1.649024392,340.4331366,314.6225665
1389,1.768000469,351.2940849,320.6167362
1390,2.54022666,346.166977,314.1951341
1391,3.083996825,347.5324652,320.2187524
1392,2.044952443,351.3972017,332.6874867
1393,1.943368745,344.380748,314.5460111
1394,2.659019397,333.8454013,326.5303031
1395,1.745237073,340.9621709,322.3504056
1396,1.749055526,345.2646994,314.7238034
1397,2.636983371,343.8887019,325.3925621
1398,2.700492413,353.0238261,331.0486184
1399,1.706119737,340.4273804,318.2085495
1400,1.523293243,340.27776,317.232783
1401,2.521319947,347.1059216,320.5794933
1402,3.58896553,338.6428456,326.0883238
1403,2.333079381,346.6401986,314.24624
1404,1.954821873,343.9023581,319.950627
1405,1.511004314,340.000084,329.7212598
1406,2.774336739,345.5571543,318.3008038
1407,2.761828475,339.1335703,316.2665392
1408,3.698604688,349.6463799,324.1795921
1409,2.437942396,345.741753,317.6084354
1410,1.864895678,337.3148435,329.4009378
1411,2.705270963,349.4657224,317.0827283
1412,1.941591271,339.3666745,331.4495081
1413,1.651423642,337.827977,321.9040796
1414,2.133944814,350.7761722,332.4102737
1415,1.861822463,338.6306943,315.134932
1416,3.594655813,333.6353861,320.1554097
1417,2.187535504,336.3402076,325.1175433
1418,2.255339221,334.3600258,326.5445977
1419,3.307832574,338.734438,333.0795153
1420,3.440282787,336.5949493,320.0508197
1421,1.530723142,334.4281441,314.2719678
1422,2.891436199,337.2765821,322.5976567
1423,3.839388786,339.6664392,327.2288441
1424,3.353025404,351.1319124,332.5839181
1425,2.816044796,336.1419264,322.2711278
1426,1.698391564,341.5604682,326.7541619
1427,2.781958517,351.1848038,319.0244333
1428,1.910702744,349.0956795,315.2847595
1429,1.571177382,350.1212904,331.5474715
1430,1.752705369,341.5304461,332.2761846
1431,3.288294035,341.7749364,319.4986151
1432,2.512440769,346.3855389,325.3449946
1433,1.75088626,347.4378318,331.6853977
1434,2.217686662,337.6720345,317.100451
1435,2.378201234,341.5410442,329.6512582
1436,2.356166302,349.0502096,319.7123352
1437,1.724936351,351.2158447,328.1637183
1438,3.832312325,337.7235831,315.2353929
1439,2.187262126,339.5917347,316.0481222
1440,1.524115049,346.9229983,316.1388653
1441,3.587410739,346.3547095,323.524219
1442,2.215346401,345.3092349,325.079926
1443,2.683979213,348.2822669,331.7634947
1444,2.045341233,348.3230953,321.2784947
1445,1.624011573,339.2968053,320.7539893
1446,3.778265566,336.1161226,328.5609683
1447,2.03668161,351.1096289,323.3730508
1448,1.905206157,333.9566125,322.6424201
1449,3.983175032,349.1316381,322.2098245
1450,3.026001582,335.8805519,326.5689109
1451,2.432660552,340.2788892,331.3450731
1452,1.848721592,343.8840279,314.554525
1453,3.673644989,345.1049094,315.7988714
1454,1.678157041,344.0782238,330.9198509
1455,2.067264642,344.2756184,324.3548412
1456,2.751481054,341.4088832,331.091763
1457,2.481624553,352.5375026,324.052724
1458,3.999088401,347.3251349,322.1575656
1459,3.855017066,342.2767977,314.1660142
1460,3.897284796,345.9227923,321.992376
1461,2.321004693,343.7821333,318.8710357
1462,3.434909741,342.4685983,316.9834101
1463,3.080750907,349.4439607,317.0603792
1464,2.055353818,339.0136434,317.6213988
1465,2.614734322,351.2281724,313.8419436
1466,2.866679758,336.2888775,318.2205023
1467,3.923767767,343.7310683,313.6759811
1468,3.042842948,336.617646,323.0355759
1469,3.341616568,344.0483074,317.6777522
1470,2.111599393,344.2582627,329.3099996
1471,2.475108983,341.2102903,320.6647062
1472,3.8588021,340.8328469,316.6366744
1473,3.054682947,339.922472,317.568935
1474,2.325841349,348.4743216,332.4371826
1475,2.271351248,337.5330424,315.8567848
1476,1.933121447,335.3064207,324.6591466
1477,3.85123876,340.4999727,332.689674
1478,2.176152778,349.4801309,324.7918875
1479,2.985336615,348.5809537,319.2416281
1480,3.236872413,341.7809362,314.3626602
1481,1.872560292,349.4586965,326.4072348
1482,3.433046813,337.6184301,320.7610879
1483,3.16453473,334.6490925,322.9758755
1484,2.963125815,341.4036497,331.9259183
1485,1.810772433,334.7977528,317.5409001
1486,3.892198788,334.7062015,332.5437313
1487,2.452358021,343.3911473,332.6467629
1488,1.576314023,333.4986857,316.8849842
1489,2.442865344,345.6601835,326.1895792
1490,3.913012981,339.3439486,327.820833
1491,3.817923672,346.7557852,315.0279466
1492,3.062842442,342.1298645,320.1865658
1493,3.926607422,347.1915727,326.9844071
1494,3.18684468,345.1756035,316.852762
1495,2.831575676,351.2515299,315.0873009
1496,3.615247443,336.2651786,327.0559943
1497,1.997535851,338.9454022,317.8864266
1498,1.750383593,341.8493393,316.7819872
1499,1.809661489,334.231123,319.9577562
1500,3.046639594,341.8340378,331.9161324
1501,1.74737478,339.0360045,321.421908
1502,3.943870373,351.620748,330.9635811
1503,3.455791957,340.8064322,328.6988248
1504,3.127168597,340.7557143,317.1743187
1505,1.60348657,341.4704337,327.2559159
1506,3.164387848,344.6165307,313.1900374
1507,2.557319911,342.293394,332.2659309
1508,2.629323688,338.8946452,325.0639828
1509,3.966671426,335.5379205,325.578656
1510,1.711143129,335.4560528,324.9644841
1511,2.168649918,349.5116736,314.9843694
1512,3.894088665,352.0802366,323.6669131
1513,1.76591703,344.3859482,322.1386943
1514,2.882135218,337.8155435,329.9725611
1515,1.729068851,344.6060415,331.1129405
1516,3.464691151,345.501081,319.2018328
1517,3.456882317,353.0933145,328.6561063
1518,1.634383924,335.5726435,319.4258053
1519,1.890948003,352.7180893,322.1381473
1520,3.411283069,350.1438376,321.9966151
1521,2.101128062,340.6453577,321.7338653
1522,3.264329879,351.075695,321.5935877
1523,1.905734406,353.0833943,315.0124753
1524,3.369994797,345.9671886,323.4887416
1525,3.900436314,344.1747532,330.634688
1526,1.860410598,340.2632884,327.9182668
1527,3.10527001,344.3958266,321.7529746
1528,3.010908212,344.1977725,322.9841659
1529,3.518454598,346.4821737,317.0655232
1530,1.833172401,350.7267774,318.8816347
1531,3.793939826,335.5943903,320.3441213
1532,3.422300482,351.6708549,332.7361245
1533,1.79123532,347.649274,317.8377806
1534,1.730421368,345.557112,320.1256254
1535,2.28202175,339.6666501,326.905601
1536,1.706247744,349.6546914,318.8455395
1537,1.976360574,335.9987224,327.9055024
1538,1.63411105,338.1570421,328.4596866
1539,3.334159193,333.6314925,328.0483976
1540,1.908408347,341.0001621,319.8483651
1541,3.599279354,346.27729,320.1634211
1542,3.329330021,339.4419953,332.0208338
1543,2.610365739,336.5173699,332.1196484
1544,2.922462931,350.2517637,327.4518262
1545,3.490657578,344.4689629,319.3759528
1546,3.218665014,350.5951955,327.8288711
1547,2.343244946,348.4511038,327.1033643
1548,3.11391513,347.2589012,314.0918691
1549,2.215596421,347.5125661,324.9287773
1550,1.797523204,341.3710857,328.9585201
1551,3.08777121,337.2482724,323.9507986
1552,2.42197167,348.7177848,327.0966413
1553,2.255345826,343.1431353,317.9026468
1554,3.387571812,349.6176757,331.0277203
1555,2.234720633,343.4608038,330.6661674
1556,2.934473259,342.4307928,314.0382749
1557,1.932040095,336.1692891,319.6879251
1558,2.535180941,342.0803908,324.8667264
1559,2.662122352,342.7831551,333.063866
1560,2.540536371,337.9947396,330.5151814
1561,1.833451918,343.9651628,331.7940146
1562,3.698233877,347.9419154,331.8501657
1563,3.125230084,343.1735782,330.6135717
1564,1.55809576,333.1613207,320.7397637
1565,3.695502692,334.9722248,320.5330916
1566,2.029013573,342.7579162,326.2715468
1567,2.533922972,339.5012494,313.1867038
1568,3.268322563,344.6802475,313.787631
1569,1.866066302,333.2897392,324.123327
1570,1.8099938,346.9973458,314.3548221
1571,1.524466617,351.6506238,327.4938508
1572,2.495731126,350.8767163,314.7295632
1573,3.42328733,345.9820227,316.9584695
1574,2.470539787,340.8636592,324.9680852
1575,1.665322258,334.426123,319.2311732
1576,2.404114777,351.6077687,327.0517585
1577,3.664752178,343.1599758,330.89387
1578,2.161245781,352.0962333,316.3475596
1579,1.683029544,351.4933613,315.4102867
1580,3.739035764,345.8426237,319.9791175
1581,3.326661183,339.4044244,314.7490299
1582,2.637183064,350.5090514,332.5414909
1583,2.081986047,344.2023511,325.0438108
1584,2.042592487,334.7585279,331.268081
1585,2.297402748,352.993685,323.4974101
1586,2.943408863,340.0835739,324.3496812
1587,1.810470432,348.5747873,315.5498671
1588,1.611415482,336.2276972,329.2524943
1589,2.099117893,334.2018857,321.6234548
1590,2.966736256,345.2633946,322.5532656
1591,1.846405981,339.0044159,321.9309139
1592,3.940304911,337.9377771,317.7489887
1593,1.972333644,338.9167924,331.7653658
1594,1.726812037,339.828733,330.5659136
1595,3.215534446,351.2813908,315.6824763
1596,3.242750747,350.5580824,326.3944365
1597,1.791127321,352.8235436,321.7866084
1598,2.316795291,348.9113702,315.6164747
1599,3.736177931,333.471936,330.1353371
1600,2.847760531,344.0679904,317.7864995
1601,3.321224906,350.5373163,324.4455957
1602,3.562153258,341.16644,323.4929379
1603,3.072117327,345.0203732,321.344216
1604,1.914109146,348.9318213,331.5628863
1605,2.649760666,348.661923,322.0471774
1606,3.890237865,342.0614245,320.3264167
1607,2.65863336,343.8233517,322.8483829
1608,1.79867433,343.4192725,326.5950101
1609,3.739755789,350.2014562,331.8360588
1610,1.6817414,347.4348961,319.0866258
1611,2.071201121,334.8565304,322.5685867
1612,1.887382017,338.5035202,331.2979572
1613,3.605119656,337.2159415,325.729375
1614,3.452160226,346.0553163,316.1736061
1615,1.889827037,342.7585951,322.8297271
1616,3.03889578,351.5610308,320.6091154
1617,3.926377968,337.3276904,325.9115199
1618,1.705725804,338.6036681,324.2755564
1619,3.656414458,345.7227081,316.2233782
1620,3.503630906,340.9006762,317.0509185
1621,3.153131978,333.8623689,320.5003817
1622,2.096636621,351.4487766,315.5075742
1623,1.75684867,350.4502759,331.7429303
1624,2.994745129,345.717957,330.1534014
1625,1.800221177,349.7825548,317.6209476
1626,2.300951623,333.7178895,330.2279478
1627,2.242940531,351.3348494,314.1337007
1628,1.925385945,351.5175002,324.5704505
1629,3.963987191,344.2283978,324.1234428
1630,1.983685843,337.837694,314.3472372
1631,3.271205436,337.380717,317.9704453
1632,3.567607188,334.1355684,326.9242783
1633,3.242493536,347.1023864,331.9513028
1634,3.810606994,346.6445591,313.1788775
1635,3.384506175,336.2246066,332.8846525
1636,2.207932397,337.2354254,324.6418919
1637,2.037031612,347.668052,323.9321216
1638,3.079311246,345.4149695,313.6100987
1639,2.900684403,336.0570477,331.9538825
1640,3.733408877,344.3504043,324.2381063
1641,1.932174347,351.6185953,326.1218321
1642,2.559446403,335.6569008,332.0462442
1643,2.79702804,351.275287,318.2004266
1644,2.452183278,341.0360308,328.1862744
1645,3.527048046,352.9728152,328.9463029
1646,3.473139332,350.4098548,323.172148
1647,2.736146249,353.0613016,323.3627199
1648,2.837999743,342.1801615,329.0296708
1649,2.407822623,346.0412779,327.4136046
1650,2.675657002,337.3876123,329.9403246
1651,3.397551825,346.346104,320.4730955
1652,3.468961173,353.1054821,324.6199001
1653,1.867153698,350.8608233,314.9407297
1654,3.64455406,338.4897408,332.7209006
1655,3.617846262,342.9776696,324.1414108
1656,1.710234491,352.1212283,329.3244366
1657,3.723773479,349.9892527,327.3345506
1658,2.039622445,347.8275622,320.716586
1659,3.841557045,334.4557337,328.929601
1660,2.979001822,338.1449206,328.9232752
1661,3.104809943,343.9439721,326.9969383
1662,1.659327569,342.4684666,315.8302884
1663,1.741277022,344.7072193,320.5321776
1664,3.420879256,343.9593514,317.319623
1665,3.184233434,334.6306996,320.2085576
1666,3.531871237,349.3754701,313.678874
1667,2.318688671,342.352398,321.5541299
1668,3.993584297,336.2479948,325.7780592
1669,3.233508902,351.8610216,327.7724925
1670,2.262033429,342.5057842,326.9405633
1671,3.114334186,334.4502387,328.6155473
1672,3.511998237,334.7525508,316.8941381
1673,3.630498061,349.4228294,321.0252448
1674,2.740397222,347.3322436,328.9972261
1675,3.703551767,342.7377656,313.7660734
1676,2.562859252,343.3833464,314.6966142
1677,3.520542638,337.7439825,320.0529421
1678,2.32367329,352.4932076,331.7604723
1679,3.875060168,350.5300967,326.3483451
1680,3.042653183,337.0415335,319.8404307
1681,3.023466836,351.4411191,332.5614389
1682,3.380242847,351.0040164,316.8748111
1683,2.933812929,344.8139539,315.667635
1684,1.85647061,340.8803017,325.0887126
1685,3.59892767,337.9073582,319.0282978
1686,3.097386883,339.8802263,318.6807601
1687,2.784478444,339.051705,329.0845815
1688,2.944839055,338.3241194,318.4379023
1689,3.25813382,352.9151103,320.7718914
1690,1.670937774,337.3909303,330.9538463
1691,3.996537894,348.3606463,331.9834761
1692,3.561629621,335.0408375,326.2876623
1693,2.766763419,336.797058,325.1751891
1694,2.626683934,335.1096587,324.0649779
1695,2.354275578,350.0652161,313.154746
1696,3.420713165,352.3756647,332.5772679
1697,3.123653359,352.6277189,328.6721049
1698,3.062350418,336.5134547,329.3004727
1699,1.830361791,339.0072939,316.5503357
1700,2.976724448,338.661743,319.7329664
1701,2.423707669,349.785631,327.2807094
1702,3.129907469,334.8408792,330.4585319
1703,2.91884767,337.4437199,313.4908125
1704,2.46014156,349.204597,324.0990189
1705,2.399485616,336.6203826,333.0579955
1706,2.924255779,347.5502695,325.0412266
1707,1.696783235,342.4397885,322.2311007
1708,3.495901291,346.9153517,330.5731394
1709,2.200523716,342.5063526,323.5573605
1710,2.295355569,343.8492541,313.6557894
1711,2.916355221,334.8129387,332.8643589
1712,3.568710089,348.3350872,328.6833894
1713,2.295630425,333.791318,325.0255081
1714,3.692381378,342.1062995,327.8825476
1715,3.422458782,347.3681826,329.4060836
1716,2.899823956,350.8737738,316.9140518
1717,2.029688679,351.8642908,330.9860792
1718,3.096650182,351.3952377,325.1960146
1719,2.039950594,337.6903685,320.6263533
1720,2.714075482,348.6403381,332.6879127
1721,2.874931216,347.0307651,319.415115
1722,2.387957833,349.8363435,327.8514802
1723,2.024870629,351.2642406,317.0916529
1724,3.502721254,347.6091131,317.2356296
1725,3.503893573,353.0443802,332.401417
1726,2.746929151,351.4102914,325.7435703
1727,2.967615764,342.9800278,327.4611153
1728,2.516953565,337.4990633,324.0144152
1729,2.289937213,349.1874379,329.8768745
1730,1.659042515,343.0654457,326.2028732
1731,3.860901928,335.817361,316.9831523
1732,1.829749333,349.2554344,318.9760888
1733,2.533833884,352.2254591,320.2564787
1734,3.034468187,341.1757142,322.4565361
1735,2.148965236,349.6891102,323.1592311
1736,2.129857184,338.326539,317.2213829
1737,3.898246821,342.214071,318.4063163
1738,1.78480749,349.4290744,332.9644494
1739,2.698162777,343.5059757,318.6354769
1740,3.388676197,334.3898394,316.1770821
1741,3.405967584,334.9334827,325.4931952
1742,3.030718348,336.1025458,327.9707382
1743,3.495783633,335.8841821,316.5715837
1744,1.738228814,338.3659654,331.653823
1745,3.193957782,347.1436905,322.1023743
1746,3.629005458,344.1498893,327.2563947
1747,2.495937149,338.9241468,332.7646308
1748,1.554977853,346.4856476,323.0460417
1749,3.110151047,333.3786799,331.6800097
1750,2.201461714,337.7423531,321.2461633
1751,2.945942813,338.9301499,327.1397686
1752,1.677987397,334.9123518,315.8518435
1753,2.01016297,352.6837969,321.9882441
1754,1.978794765,342.3893961,331.7055249
1755,3.642604291,351.4879763,318.879716
1756,2.374093136,348.8031897,328.4192362
1757,2.525149488,338.1796726,325.8230081
1758,1.567641081,347.2733417,331.7500435
1759,2.629990197,337.0126262,313.6797926
1760,1.742143971,351.3875079,316.3487027
1761,1.74871673,335.3918128,320.2145576
1762,2.234200394,337.9335032,318.021648
1763,3.537626246,343.8377629,321.4595116
1764,2.014319807,335.6708748,318.083801
1765,3.62252108,340.1953493,315.5523557
1766,3.837474271,347.094383,321.4068537
1767,3.972379635,347.9332227,317.0805793
1768,2.98976941,353.0774696,324.4506389
1769,2.93909902,339.4377791,315.4499518
1770,3.38285054,350.3793939,318.2153262
1771,3.402620125,352.2323842,328.722573
1772,2.887227163,346.2805592,318.7415202
1773,2.625645914,339.9845613,319.1513067
1774,1.6510795,351.2545269,321.6529747
1775,3.420798817,334.8104689,331.0870269
1776,2.499544006,347.6553141,324.0848483
1777,3.645720135,334.6045972,320.1521847
1778,2.77096406,336.8277887,314.0616504
1779,3.348278695,340.8434923,331.9464707
1780,3.859246392,333.7992657,325.4772956
1781,2.919761145,347.8883965,328.9981739
1782,3.605681304,338.7959721,330.5505496
1783,1.708462214,341.4591025,330.7624144
1784,1.694850755,340.2772244,327.5281432
1785,2.856011178,352.5597446,317.5158468
1786,2.970157958,349.8235973,322.1143591
1787,3.547151613,345.2663725,332.2351666
1788,3.891994145,353.1209836,326.32249
1789,2.562845003,334.4544761,314.7491269
1790,3.977820061,341.7798884,328.0515975
1791,3.949905025,340.0602535,323.450491
1792,2.117494864,340.4889092,330.5305944
1793,3.931384929,346.9689731,313.3369685
1794,2.80751732,348.610682,323.370209
1795,2.719417725,347.2973597,322.9586982
1796,2.364569201,336.5094116,317.6051179
1797,1.641561067,352.4440368,314.1287425
1798,1.545140995,345.6580255,325.6237157
1799,3.035668649,334.8487757,326.5764613
1800,3.598724819,336.3497297,325.0428627
1801,2.178177629,340.9218857,319.9236582
1802,2.319828766,341.9580535,327.939651
1803,2.829779046,345.5130298,321.8826828
1804,3.282186963,339.2253634,315.4329617
1805,2.410990773,337.8375702,314.9209438
1806,3.284678038,345.3387255,327.7097529
1807,2.829384946,342.7574785,314.0685647
1808,2.039877626,344.1955021,325.4992836
1809,2.425339019,340.4109509,314.0905093
1810,2.165477827,352.846278,314.162582
1811,2.810456591,345.3619558,319.6464663
1812,2.667338599,339.686082,332.3106523
1813,2.697839844,341.8096786,319.8861945
1814,3.734656273,333.6989811,315.5370215
1815,3.05547525,352.8345878,320.6467009
1816,3.640563966,339.6095019,320.0562644
1817,1.94002731,339.1434062,325.1008703
1818,1.558277612,346.6118331,331.1705626
1819,2.180862442,349.0043518,321.3528522
1820,1.850301208,341.9193605,322.6038644
1821,2.41609435,351.8969416,316.5014113
1822,2.199621617,351.5302652,320.7727547
1823,2.670755247,346.6409663,316.3087705
1824,3.631837707,338.1910921,331.471567
1825,2.049197394,334.9977646,329.8195689
1826,2.453518738,345.3029988,324.3229111
1827,2.116868995,341.7066955,319.4727955
1828,2.330578508,348.6732346,325.7130011
1829,3.47663136,341.4039193,328.2172569
1830,3.78394796,350.026879,329.1331171
1831,3.956340298,337.2173539,316.8046355
1832,3.322403474,348.4276739,315.913709
1833,3.23809381,342.7668736,330.7004883
1834,1.574089746,339.1090817,320.0401379
1835,2.299652399,333.4684542,327.5313305
1836,2.00332259,343.4939429,316.5142415
1837,3.463311754,342.5281597,320.5928662
1838,3.136235466,345.708796,314.0649657
1839,2.767657559,343.5785655,320.0631482
1840,3.185856617,350.5468659,330.1595773
1841,2.819050089,339.3310359,319.8747591
1842,2.982898861,336.5274328,326.6745254
1843,2.071698881,339.1587369,318.9642886
1844,3.33716835,344.7127666,329.6661248
1845,2.261839762,343.1657338,316.0203091
1846,2.664447164,344.5861473,316.6360299
1847,1.882218741,340.6519715,325.9672119
1848,3.570756393,340.7609002,329.0100647
1849,2.271374389,347.9848316,320.6134415
1850,2.400938865,345.8670968,328.3027364
1851,3.772910894,345.5748937,315.2398963
1852,1.591026254,337.9492091,329.1175552
1853,3.542169274,336.3926621,322.0979322
1854,1.58953018,346.9427698,314.4363683
1855,3.30014503,352.6160924,330.4392791
1856,3.570046867,337.200131,321.7750754
1857,2.392521272,347.4689447,324.7692772
1858,3.736650205,343.9573259,321.826483
1859,1.684684307,350.9080161,332.5747728
1860,3.163829663,335.6233579,331.3423835
1861,3.018041089,349.1260927,326.3761852
1862,2.678127799,342.8871497,332.1256378
1863,2.7416666,347.4023836,326.4165132
1864,3.948836769,337.1593666,329.2512993
1865,2.865781728,346.4706405,326.6733834
1866,2.895812435,351.2508582,324.9934292
1867,1.959439204,347.1502768,323.3888045
1868,1.733689901,341.8095001,327.7801863
1869,3.732012928,353.0735905,332.5058361
1870,2.830274789,337.0113159,331.5210079
1871,2.816550234,349.8193894,321.5721886
1872,3.643930809,339.0599892,332.4138427
1873,1.704631346,340.2133458,327.0435141
1874,2.773154431,351.1832413,328.4163075
1875,2.176716452,335.3437179,323.1007647
1876,3.252853049,335.7512026,330.9978276
1877,3.973715849,350.1980924,326.6198966
1878,3.615792571,352.0098176,332.0224119
1879,3.015554345,343.4258588,325.4898282
1880,3.137949055,338.4000602,332.767443
1881,2.773178609,338.8959218,332.3261564
1882,2.745807225,333.7739032,314.1137864
1883,1.856355758,344.6782993,326.979468
1884,3.931828173,344.7000876,322.4947429
1885,2.868695754,342.788004,313.5117423
1886,2.787029784,343.7721526,318.3070959
1887,2.28328937,338.2079037,326.3887772
1888,1.521080617,352.9261282,315.7594195
1889,2.204849266,344.3188863,327.3838586
1890,3.93457866,347.5380226,320.4508746
1891,3.435394335,343.936093,317.2029021
1892,2.569054591,344.9648869,321.0281629
1893,2.57024505,347.4562187,317.2543743
1894,2.996601713,347.5287643,316.296119
1895,3.834522537,340.9867164,315.7583283
1896,1.9281874,334.683212,317.0516368
1897,2.963112212,348.8465478,315.4897789
1898,2.83672817,347.4476107,324.3293728
1899,2.484968272,341.8849705,332.0597511
1900,2.625335506,349.9265776,327.7401381
1901,3.986505361,342.3653207,314.7925736
1902,2.062475988,333.8046184,331.1270654
1903,1.859786939,337.6295234,316.1415282
1904,3.759744091,339.3065319,319.06591
1905,1.668763189,339.9667881,319.9886767
1906,2.336592795,339.3522641,333.0183634
1907,2.864401541,340.3424264,320.4588752
1908,1.509402928,351.6242064,324.9363477
1909,1.631145249,340.0479687,328.7148544
1910,2.84978705,347.2896235,328.3734826
1911,3.060167739,341.1164865,326.1593573
1912,2.773717672,337.3098668,330.691362
1913,3.397946409,340.1602568,317.394601
1914,3.491867882,337.5284921,332.9754558
1915,3.408116191,351.4219305,314.7855207
1916,2.259583964,343.3213149,328.2565738
1917,2.804006861,340.3384611,331.4368982
1918,2.473791792,340.0916568,328.4103026
1919,3.355311452,339.2716159,332.6108802
1920,3.030579344,345.6715168,323.1401965
1921,3.058184365,349.1902087,330.6607552
1922,3.990095944,335.7047716,313.8498807
1923,3.215748705,334.1372264,314.5741637
1924,3.604392154,351.4403019,332.3866137
1925,2.283490082,339.7229515,322.3361709
1926,3.732450224,352.4838625,323.7752382
1927,1.820607574,333.415793,329.6525509
1928,2.198461024,336.345544,322.0689411
1929,3.411574183,352.1698754,319.3378932
1930,1.629905258,337.0336739,313.5215323
1931,3.988417866,348.4123687,332.9491173
1932,3.39806861,349.9643592,332.0352127
1933,2.173794003,339.0556652,318.7808763
1934,3.051480402,339.3582207,323.7087466
1935,1.541127689,349.5739701,322.4823987
1936,3.831180086,343.766032,315.3947236
1937,3.998974955,351.3345145,327.3351649
1938,3.369162366,343.5822074,331.0870768
1939,1.571610859,348.2099417,319.6918989
1940,2.444930913,342.5710589,318.2254389
1941,2.317568158,338.7642986,320.4752965
1942,2.166597119,342.1080445,321.3985043
1943,2.424682402,340.2707481,321.8576713
1944,3.55322602,351.6834511,332.2302303
1945,3.732642182,341.0972337,324.9233758
1946,2.931956091,334.5642991,327.715483
1947,3.465145282,340.5607887,332.7728546
1948,2.18937393,350.7972821,325.8911491
1949,1.984181475,352.00857,332.8093172
1950,1.982016726,334.977972,314.0785991
1951,2.175125981,337.9095476,332.6846961
1952,3.223544559,341.5121176,324.0964131
1953,1.929285783,351.2645828,323.1191277
1954,2.3492111,350.9368153,315.2379065
1955,2.369789729,347.9284076,317.2238544
1956,2.095196432,351.310001,315.1830201
1957,3.799636986,335.4252295,317.5594394
1958,2.324820593,342.205987,313.5031164
1959,3.265761685,348.2260557,323.4468518
1960,2.759731409,334.4730129,325.9770663
1961,1.923485933,334.8986129,320.6960478
1962,3.08664891,333.6126532,331.5122575
1963,2.699929416,333.1768607,318.7260405
1964,3.849879339,353.1126352,324.0298602
1965,3.30969222,348.0318952,327.4308041
1966,3.830209249,351.8548463,320.8692594
1967,2.283822935,335.6394116,316.2626678
1968,2.336855226,333.8253509,324.0474459
1969,3.428914593,333.3276474,317.1045723
1970,2.967527356,345.9115065,331.5941206
1971,2.618505106,349.694937,316.7662366
1972,3.385694128,341.6292856,324.1215397
1973,2.389569441,341.0138467,314.4513398
1974,3.569992597,340.4865828,332.8860256
1975,1.996008671,334.9784439,330.0679004
1976,3.652353781,342.6131297,318.2816671
1977,3.168126296,349.7884252,323.2761428
1978,2.377942272,347.3051909,324.2296445
1979,2.431071346,351.5996264,330.864412
1980,1.991717429,348.7487721,324.6760948
1981,3.851456638,347.6711016,331.2955656
1982,3.483571874,345.6371334,327.0015743
1983,3.048952847,336.5939747,331.0821256
1984,3.649437767,341.7621596,323.8240192
1985,3.239381174,348.9451194,330.6667882
1986,2.108871279,339.3223894,324.3982642
1987,2.326261509,335.8176673,322.3709016
1988,3.617612548,335.4959763,332.5299424
1989,2.857459607,333.1609783,321.231092
1990,2.658288549,337.4192575,323.1382388
1991,2.497205264,352.1063804,320.9580755
1992,2.852457167,346.7914894,320.6209633
1993,2.936823233,346.3889823,331.5163677
1994,3.178734029,334.1236013,332.1367685
1995,1.717201325,343.8215046,324.1574353
1996,1.947730579,343.2494736,320.5204424
1997,2.088175338,342.6178636,330.6017196
1998,3.479451521,342.8026275,318.0947925
1999,2.361022244,340.0804282,313.3265862
2000,3.350694817,350.2638764,322.9761782
2001,3.676506631,337.1981028,324.5895175
2002,1.506038715,343.1074507,331.7479741
2003,2.77692782,351.9636365,320.7627909
2004,3.104703271,353.0158595,330.1110704
2005,2.795274032,336.5219858,322.2522006
2006,2.548927412,348.2678152,323.0657644
2007,3.47942492,349.5990955,323.4588791
2008,1.772683098,345.2697487,331.4676894
2009,2.754389238,346.2135953,313.3331384
2010,1.811172883,336.0069219,326.0237075
2011,3.360746245,349.8902724,314.3328526
2012,2.408352858,343.952123,331.9441328
2013,2.095906665,347.3625548,323.9709042
2014,3.86100768,343.0007621,322.6186765
2015,3.829516316,338.6120628,319.8997418
2016,3.598478551,349.7143856,331.7815851
2017,3.126732021,345.2642586,327.2001431
