loadshift_id,LS1,LS1,LS1,LS1,LS1,LS1,LS1
2019,3.23764352,0.009370414,0.641064694,0.006303596,0.000276939,0.000772225,0.00104924
2020,4.353205899,0.002764227,3.80330462,0.008306495,0.000400214,0.000670636,0.002822505
2021,4.571354139,0.003420265,0.406676973,0.009410852,0.000694169,0.000196204,0.001182769
2022,4.087485911,0.00651063,1.47790195,0.005219422,0.000769848,0.000652507,0.001766209
2023,4.603335348,0.000292125,2.205243433,0.001268709,3.97031E-05,7.05513E-05,0.002073973
2024,4.499514559,0.001294063,0.725164121,0.001622352,0.000761436,0.000845623,0.002678461
2025,2.521809238,0.000332555,1.351685884,0.009838739,0.000499422,0.00028324,0.0022959
2026,3.555624045,0.002846329,3.754165701,0.008539932,0.000325896,0.000765304,0.002202403
2027,4.641615501,2.49694E-05,3.073888731,0.009418206,0.000883719,0.000568192,0.000872759
2028,2.811194918,0.006244064,1.044767863,0.002836382,0.000439927,0.000314125,0.002139548
2029,2.638203049,0.000421339,1.256605142,0.004968236,0.000771653,0.000799899,0.00184993
2030,3.202368965,0.000640598,1.751022295,0.008136296,0.000341748,8.87917E-05,4.37333E-05
2031,3.321115244,0.004875486,2.671673793,0.001036236,0.000566346,8.72236E-05,0.002830268
2032,3.614507438,0.006615853,2.71636465,0.009004465,0.000406756,0.000320831,0.001208846
2033,3.996354195,0.000146913,2.212298779,0.008632154,0.000885133,0.000811794,0.002931399
2034,2.549999047,0.007987891,3.365971412,0.009157909,0.000936322,0.000937625,0.002810862
2035,2.666116053,0.002055248,3.497674456,0.006705133,0.000393634,0.000250082,0.001619374
2036,2.764709074,0.007155759,1.539492659,0.000524084,0.000175983,0.000727679,0.000270568
2037,4.045967009,0.005773424,0.019855532,0.001221135,0.000302002,0.000298856,0.002232159
2038,4.751212867,0.007031621,3.822521301,0.003785464,0.000357038,0.000167452,0.000748479
2039,2.674598751,0.00664362,0.312257244,0.00335485,0.000536312,2.12727E-05,0.002345415
2040,3.18848162,0.000898621,2.541071534,0.009169634,2.88164E-05,8.00627E-05,0.00160708
2041,2.645351255,0.000546877,2.809103409,0.004047687,0.000894265,0.000744975,0.001231916
2042,2.831949813,0.001659241,1.569088308,0.001807926,1.73127E-05,0.000504742,0.001398481
2043,2.627263059,0.004243856,0.845514941,0.000628634,0.000207505,0.000562779,0.002984778
2044,2.716898965,0.003401256,0.344868903,0.005177273,0.000911631,1.00261E-05,0.001255685
2045,3.150772733,0.005007373,3.154357014,0.001194052,0.000308971,0.000818932,0.000701225
2046,4.97076608,0.007518891,0.522397639,0.000998978,0.000500577,0.000825534,0.001657963
2047,4.001487199,0.00034344,2.579122242,0.007077264,0.000904322,0.000476444,0.001818959
2048,2.642804246,5.82152E-05,2.868199175,0.005870618,0.000928018,0.000986723,0.000388512
2049,2.764729975,0.008376433,2.555906016,0.00914115,0.000372323,0.000608118,0.000976413
2050,3.197019186,0.004004411,3.814965361,0.008509696,0.00072602,0.000583015,2.03707E-05
2051,3.038891575,0.003454478,3.919387309,0.004547956,0.000511349,0.000570785,0.000480373
2052,2.88595804,0.005368125,1.309748189,0.002228499,0.000967134,0.000869601,0.002360684
2053,4.119348856,0.003904157,1.930619603,0.004298529,2.08994E-05,0.000525653,6.82926E-05
2054,4.714444635,0.000429972,1.470004325,0.000626453,0.000715481,0.000722796,0.002308868
2055,2.913445715,0.003283029,3.398868615,0.004815301,5.46781E-05,0.00075772,0.002776085
2056,2.864194568,0.001987959,3.699734528,0.001733571,0.000752969,0.000801776,0.00085976
2057,3.194489313,0.002900755,0.174745682,0.006957085,0.000122977,0.000793493,0.000197798
2058,4.624249156,0.008582307,0.965396796,0.008320052,0.000598076,0.000664985,0.001359505
2059,4.979155728,0.004158876,1.036031078,0.003500917,0.000267019,0.000713585,0.002139151
2060,2.972827917,0.0034082,2.884067134,0.005608611,0.000237981,0.000973674,0.000937008
2061,2.7672993,0.004370261,1.256395824,0.008583834,0.000224075,0.000287019,0.001651113
2062,4.787490595,0.002253558,0.663870854,0.009126272,0.000779242,6.34165E-05,0.00165568
2063,4.974086296,0.005869799,3.295753044,0.004944455,0.000943137,2.29208E-05,0.002674657
2064,3.094970461,0.00756806,2.39271773,0.009500375,0.000625059,0.000321401,0.001998378
2065,4.696912094,0.00079112,3.784902259,0.005197738,0.000592411,0.000760749,0.00172121
2066,4.548273773,0.002821851,1.369986451,0.001980863,0.000593623,0.000877767,0.001048745
2067,3.766895563,0.005484867,1.478332438,0.00273283,0.00078946,0.000352431,0.000476918
2068,4.105073074,0.005513772,3.981440662,0.007254538,0.000298451,0.000261652,0.001183546
2069,2.676483611,0.003062937,3.410076815,0.007243294,0.000705481,0.000401953,0.001617447
2070,2.693133568,0.00307302,3.46967544,0.006044113,0.000175872,0.000372518,5.89236E-05
2071,4.211230656,0.006969226,1.351003094,0.002031967,0.000709031,0.000941827,0.002255413
2072,2.605883105,0.003598942,2.325034945,0.001553005,0.000289927,0.000816217,0.00193606
2073,3.832495698,0.004219255,0.308796646,0.001812276,0.000461978,0.000588549,0.001653401
2074,3.744354025,0.005300347,1.239932401,0.003284261,2.19341E-05,0.000689664,0.001103676
2075,3.767254792,0.005844535,3.311340612,0.000665555,6.68125E-05,0.000811824,0.000700033
2076,3.07487654,0.001016691,2.078801079,0.00521859,0.000399736,0.000827575,0.002211463
2077,2.685666632,0.003849782,2.386028468,0.000790494,0.000491737,0.00054349,0.000737135
2078,3.53710358,0.000479651,2.994550427,0.003977635,0.000332349,0.000626615,0.001589272
2079,3.0350687,0.00694555,3.804662919,0.007861098,0.000279407,0.000155468,0.000119326
2080,3.148917432,0.003695719,1.571761325,0.007282376,8.30849E-05,0.000495915,0.002965919
2081,4.322418221,0.006620524,0.075752914,0.004720241,0.000186546,0.000632288,4.91927E-05
2082,4.335844132,0.006679785,2.950038542,0.008166131,0.000931336,0.000557162,0.001804037
2083,4.336985751,0.004100747,1.671894158,0.004838506,0.000300363,0.00052598,0.000196318
2084,3.720661763,0.005646896,3.202030294,0.00317639,0.000151247,0.000927957,0.00043974
2085,3.98400087,0.009528384,0.683980187,0.008835095,0.000966738,0.000690952,0.001701203
2086,4.308757794,0.003690361,2.451705565,0.008487616,0.000465196,0.000270066,0.002501217
2087,2.871010806,0.009353836,0.575830185,0.003218676,0.00089373,0.000705481,0.002324041
2088,3.440148003,0.003413229,0.700596211,0.005456969,0.000339685,0.000159812,0.001351803
2089,2.909915112,0.002482286,2.132233969,0.005315567,0.000449784,0.000424603,0.001156011
2090,4.028994,0.008273586,3.459937202,0.006133508,0.000282832,0.00057154,0.00270574
2091,4.846678819,0.007884076,1.009132807,0.003087859,0.000345129,0.000334409,0.00146698
2092,4.692942718,0.00076162,3.999083179,0.007566782,0.000485421,0.000655337,0.001772874
2093,3.487716634,0.006929858,3.560073598,0.004506491,0.00067545,0.000185332,0.001117087
2094,3.294894944,0.00330814,3.480875049,0.005735761,0.000527352,0.000287882,0.002397794
2095,4.069977931,0.009687958,0.381174164,0.009753351,0.000345622,0.000922865,0.002187785
2096,3.225010243,0.00692338,1.006701597,0.008548592,0.000268823,0.000697545,0.000156022
2097,4.989808703,0.004782454,0.733668314,0.001824551,0.000986791,0.000720088,0.000888581
2098,4.708300019,0.009883577,0.255775882,0.004762045,0.000742512,0.00067616,0.002572036
2099,3.888882556,4.15849E-05,2.731195102,0.000299922,0.000637805,0.000627293,0.000852971
2100,4.073817737,0.003480065,2.746923538,0.000938426,0.000738336,0.000699839,0.001640295
2101,4.414753365,0.006082907,1.162297424,0.002357473,0.000796265,0.000446286,0.002414273
2102,4.286083328,0.003269038,1.35263709,1.00214E-05,0.000422507,0.00075156,0.001370211
2103,3.27278707,0.00688091,1.954474594,0.002584343,0.000612308,0.000551915,0.000720444
2104,4.802741742,0.005756571,1.189973539,0.003155023,2.1908E-06,0.000955272,0.000793492
2105,3.033472959,0.00356707,1.682959315,0.003722457,0.000811203,0.000315508,0.001917094
2106,4.036030268,0.006840465,2.460277784,0.008876487,0.000243998,0.000920842,0.000627695
2107,3.153560159,0.00967897,3.416492123,0.009833679,0.000121671,0.00010334,0.000184063
2108,4.941841914,0.002135656,3.892540147,0.009123786,0.000592787,0.000222279,0.001768838
2109,4.057671574,0.002348566,2.945092628,0.006873318,4.40288E-05,0.000419488,0.00153675
2110,4.64133776,0.008706273,1.820193905,0.003623797,0.000550859,7.78207E-05,0.00124958
2111,4.189586906,0.009982636,3.443380004,0.003141511,0.000608882,0.000668807,0.00134318
2112,3.975303563,0.007496787,3.606724098,0.001786839,0.00052107,0.000254561,0.000619589
2113,4.83235611,0.002043073,1.532745646,0.007032687,0.000758874,0.000339311,0.000707626
2114,2.797402376,0.007033935,1.201749888,0.009703177,0.000896247,0.00058054,0.002365637
2115,2.840041385,0.000126016,1.574079741,0.007792196,0.000255897,0.000374718,0.002261508
2116,3.026282686,0.009842433,2.346992399,0.000985814,0.000183906,0.000180276,0.000265122
2117,3.431958075,0.007847574,0.972178307,0.005632869,0.000533486,0.000460281,0.00298735
2118,4.838195921,0.000492329,1.500462613,0.000887745,0.00067002,0.000788729,0.002019154
2119,3.011041492,0.002426482,3.836677641,0.002508465,1.9825E-05,0.000683582,0.0011151
2120,4.367766982,0.009438127,0.919119445,0.009868596,0.000519258,0.000712997,0.000762218
2121,4.424818979,0.001628233,3.658764671,0.006505761,0.00062962,0.000997323,0.002367672
2122,2.864133609,0.003783969,0.384483185,0.005990028,0.000722447,0.000165863,0.000991088
2123,3.75149709,0.00158306,2.030519406,5.72104E-05,0.000985847,0.000842922,0.002143016
2124,4.597312843,0.00621297,1.234061919,0.007598689,0.000762942,0.000868917,0.000246076
2125,3.755498531,0.002536343,1.859034157,0.005964453,0.000866169,0.000863489,0.001593618
2126,3.159464918,0.003995163,2.044745458,0.008126965,0.000237412,0.000483627,0.002866375
2127,2.579355267,0.009305157,1.248683579,0.000131208,0.000558397,3.43574E-05,0.002090791
2128,3.892671413,0.007470547,2.877625353,0.003419792,0.000844342,2.55939E-05,0.00167898
2129,3.004591099,0.006342168,3.874511068,0.007382696,0.000388461,0.000296012,6.97351E-05
2130,3.337750212,0.007023094,2.299926009,0.002636505,0.000750064,0.000906731,0.000731834
2131,4.485291953,0.003889175,0.456797272,0.008315779,0.00092139,0.000932293,0.001037725
2132,4.05276286,0.008221512,0.678928768,0.003174876,0.000945797,0.000728568,0.001807416
2133,2.917002691,0.006517348,2.300195811,0.009283122,0.000262255,0.000731062,0.002748311
2134,2.64594556,0.002205097,0.216371035,0.00849157,0.000717941,0.000910284,0.002570086
2135,3.209218939,0.008376122,1.775579801,0.00631998,0.000424419,7.05617E-05,0.001257077
2136,4.021638615,0.008669827,0.435795369,0.003573827,6.6256E-05,0.000610938,0.001511436
2137,4.592888556,0.002846149,3.374393838,0.003075101,0.00093652,6.19512E-05,0.001137371
2138,3.049321474,0.001945185,0.733803747,0.006677282,0.000538994,0.000849093,0.001869858
2139,4.015773864,0.009473982,2.896748249,0.002319855,0.000681621,6.14528E-05,0.002205691
2140,3.933713784,0.001934681,1.652741862,0.008817601,0.000134847,0.00069266,0.002344154
2141,4.366902955,0.008300895,3.356664255,0.006266426,0.000674788,0.00041946,0.001750848
2142,4.473018763,0.006430002,3.44774857,0.005051154,0.000149134,0.000272722,0.00183702
2143,4.462299737,0.008958737,2.319047473,0.004766499,0.000464911,0.000395959,0.000742716
2144,3.339208945,0.00724828,1.861131473,0.006796211,0.000661241,0.00038114,0.00045138
2145,4.909345492,0.009231637,1.365016548,0.009770816,0.000598364,3.5053E-05,0.001101956
2146,3.046286562,0.00581403,3.782583611,0.001222992,0.000123171,0.000730791,0.002540401
2147,3.771230233,0.002437937,1.471645501,0.000468392,0.000336124,0.000472329,0.001512436
2148,3.558783674,0.007535776,3.421441594,0.000290376,0.000973403,0.000912262,0.001621398
2149,3.380774695,0.007727599,0.376475858,0.006574438,0.000542947,0.000968892,0.000950447
2150,2.531445342,0.007597267,1.800721429,0.008246593,3.18548E-05,0.000363567,0.00043171
2151,4.336430614,0.00657603,0.607645401,0.00846063,0.000625404,0.00081695,0.000819299
2152,4.271051212,0.003702374,3.888214036,0.009396607,0.000818858,0.000107841,0.00247265
2153,3.882502591,0.006861504,0.595595164,0.008383892,0.000792595,0.000435773,0.001949977
2154,4.883856361,0.009769706,1.21619554,0.007944914,0.000812105,0.000295066,0.002827585
2155,4.513163419,0.003285383,1.08961717,0.003366181,0.000286883,9.13809E-05,0.0007318
2156,4.295553279,0.008643709,3.11061961,0.004100198,0.000193366,0.000271021,0.000663903
2157,3.121666659,0.00697663,2.869093584,0.005859198,6.29789E-05,0.000921703,0.000924933
2158,3.412856587,0.000525547,0.562927317,0.003678668,0.000904033,0.00090793,0.001008879
2159,3.279230967,0.003586104,2.568170373,0.003326162,0.000894135,0.000772851,0.000335085
2160,3.44280554,0.003337298,0.077687213,0.008560828,0.000720393,0.000809505,0.002054959
2161,3.268874331,0.008041671,3.217368965,0.00316109,0.000177796,0.000302643,0.002492903
2162,3.204758259,0.002784779,1.095763726,0.009886425,0.000925943,0.000615353,0.001947134
2163,3.819178965,0.009796441,0.316803957,0.005593228,0.000756907,0.000970986,0.000624785
2164,4.059675548,0.002719218,3.467511623,0.004207304,0.0002709,0.000381667,0.002185832
2165,3.402651407,0.007719713,1.196134192,0.00229248,0.000691784,0.00090495,0.000493326
2166,3.71741101,0.003866401,1.027187201,0.004874114,0.000282628,0.00087126,0.002606657
2167,3.549948072,0.003608061,0.195266486,0.007794791,2.27238E-05,0.000252152,0.002141284
2168,4.571848791,0.005022858,3.880657305,0.007254777,0.000878471,3.30953E-05,0.001093335
2169,4.164856819,3.63234E-06,3.610847896,0.003285717,0.000563308,0.000243613,0.000423858
2170,3.308953869,0.000657468,1.731612161,0.006351312,0.00067231,0.000334898,0.000709128
2171,4.282424145,0.000349914,3.133041999,0.006506774,0.000598432,0.000372921,0.001284477
2172,3.679234261,0.001275361,0.274936341,0.008727349,0.00076584,0.000281374,0.000756353
2173,3.201503733,0.003008925,2.210526885,0.000866506,0.000847618,0.000292808,0.000827234
2174,2.691654265,0.002998546,2.157653437,0.008331419,0.000215662,0.000769145,0.00153554
2175,3.289970249,0.004701099,2.149635969,0.004242955,0.000753644,0.000323477,0.00108201
2176,2.557446058,0.009708521,2.655474027,0.002916348,0.00017071,0.000183647,0.000235544
2177,3.204442863,0.000523102,0.930123397,0.000366633,0.000356841,0.000535571,0.000671373
2178,3.817955561,0.000836194,1.57418875,0.000663723,0.0006802,0.00021165,0.00256608
2179,4.675946814,0.003527536,0.676347581,0.000882912,2.40524E-05,0.00080926,0.0028298
2180,4.451495352,0.009373975,2.126240534,0.000564258,0.000990507,9.37348E-05,0.00147702
2181,4.382668267,0.005261011,2.579230259,0.00142286,0.000797464,0.000143502,0.002911846
2182,3.595178506,0.004537825,0.666846646,0.004903011,0.000986628,0.00070366,0.002193393
2183,3.088954663,0.00934958,2.603734872,0.002350177,0.000467092,0.000519666,0.002076558
2184,4.135446005,0.002481546,2.282091607,0.004884472,0.000523063,7.25415E-05,0.002888487
2185,3.42289389,0.000806592,3.639552696,0.008969997,0.000435086,0.000294926,0.0024265
2186,4.907285857,0.002928203,1.823268797,0.007725649,0.000558871,0.00017012,0.002244358
2187,3.574548461,0.001844377,0.936154163,0.00249339,0.000403094,0.000217097,0.001041422
2188,4.171312917,0.006134453,1.871997297,0.008078217,0.000408547,0.000632172,0.001668284
2189,3.749558215,0.006624414,1.409982977,0.003455935,0.000893538,0.00028305,0.002660369
2190,3.215571243,0.003806673,3.758373128,0.002357318,2.85837E-05,0.000856086,0.001634332
2191,3.492199162,0.006446557,3.870998212,0.008226786,0.000311452,0.000469603,0.002325461
2192,2.998079205,0.005612138,0.179243179,0.008190624,0.000871443,0.000561041,0.002137278
2193,3.209618452,0.004841865,2.787312317,0.008128789,0.000696341,0.000839149,0.002832619
2194,3.175676442,0.006294315,1.515786455,0.0063254,0.00022491,0.000854005,0.000335592
2195,4.547217666,0.00873907,2.072057604,0.000321709,0.000591553,0.000652953,0.000302665
2196,3.216669092,0.000978134,0.317885282,0.003593314,0.000804505,0.000648896,0.002642563
2197,3.362903689,0.008796334,3.795958384,0.00780286,0.000334233,0.000557799,0.00241313
2198,3.527884636,0.004936559,1.612104317,0.000378201,0.000639304,0.000518833,0.000628073
2199,4.002635689,0.00229802,3.374143281,0.002895491,0.000393774,0.000797573,0.001717008
2200,4.196479032,0.003257254,2.086013425,0.0062264,0.000152646,0.000166219,0.000485904
2201,4.527533943,0.004346581,3.24672912,0.000808802,0.000818628,2.79069E-05,0.001823368
2202,2.504756558,0.008043035,2.414884723,0.008666534,0.000846097,0.00099232,0.000796929
2203,2.575075177,0.001688046,3.972629088,0.009737114,0.000596034,0.000635892,0.002741781
2204,3.00178729,0.003437463,3.635786009,0.008523612,0.000874285,0.000473958,0.002869742
2205,4.878205031,0.001051063,0.901812393,0.0092942,0.000983686,0.000478756,0.001209016
2206,3.181782061,0.004420053,2.212854242,0.003990488,0.000135694,0.000766451,0.000927618
2207,4.936814196,0.006829269,1.025177203,0.003458786,0.000721073,0.000233503,0.000658944
2208,4.381502326,0.007158192,2.490599609,0.007142211,0.000565715,0.000567247,0.001870345
2209,3.332898545,0.008078529,0.36247468,0.007024573,0.000115116,0.000375976,0.001386088
2210,2.913532319,0.004813261,1.487198604,0.008660185,0.000750356,0.000252545,0.000120584
2211,3.371596703,0.004305565,0.89267606,0.005518258,0.000656904,0.000838991,0.001421967
2212,4.566559095,0.009024706,1.585993819,1.42956E-05,7.86554E-05,0.000586201,0.00246164
2213,4.448523051,0.004014814,3.631685808,0.00737146,0.00021139,0.000382677,0.00267307
2214,2.586684172,0.008731373,0.074624436,0.001631148,2.49671E-05,0.000919535,9.35975E-05
2215,3.593613534,0.007693784,0.058086375,0.003074048,0.00021606,3.2902E-05,0.002304636
2216,4.528348988,0.009915804,2.143914646,0.006325916,0.000317108,0.000550104,0.001942547
2217,3.546556574,0.000747069,3.888064602,0.006249809,0.000316012,0.000735083,0.001890063
2218,3.527624026,0.003761274,1.522322896,0.00439622,0.000627373,0.000569233,0.002159122
2219,4.293968305,0.00913592,2.070073931,0.003874024,0.000751952,2.27031E-05,0.002991719
2220,4.101513915,0.001080906,1.970523295,0.002051337,0.00043463,0.000828449,0.001151316
2221,3.369959906,0.000597929,1.134270185,0.000550747,0.000453046,0.00030412,0.000351782
2222,2.942271375,0.008632986,1.849764785,0.000460207,0.000240338,0.000601802,4.08222E-06
2223,3.290786701,0.007077206,2.003861179,0.001973054,0.000836721,0.000852385,0.001572772
2224,4.375731216,0.005479924,3.13662126,0.003018997,3.47596E-05,0.000301106,0.000413915
2225,4.296345672,0.005188857,2.460314925,0.00091368,0.000783731,0.000829944,0.002067727
2226,4.597188942,0.004551495,0.857246117,0.007902138,0.000799681,0.000841344,0.002385202
2227,3.258144105,0.001022556,1.600819231,0.000369109,0.000621521,0.00078628,0.000441332
2228,3.346362136,0.00167481,0.104612138,0.007977857,0.000803779,0.000736881,0.001147513
2229,4.508646354,0.009963492,0.720175888,0.003185726,0.000833441,0.000387719,0.00211528
2230,4.034236883,0.001714329,0.722325224,0.009638517,0.00098103,7.02947E-05,0.00282932
2231,3.396251478,0.0035905,3.660421625,0.00787303,0.000661883,0.00094435,0.001223427
2232,3.393851358,0.000181781,2.614731005,0.008814378,0.000517897,0.000969252,0.001153019
2233,3.912814784,0.000705817,3.77291677,0.006769164,0.000686377,0.000682473,0.002785986
2234,4.154259833,0.00518204,3.965070119,0.007978047,0.000526381,0.000988689,0.000333249
2235,4.105397034,0.005099749,3.555430495,0.000563648,0.000229326,0.000309606,0.000108442
2236,3.500744256,0.005710851,1.579093942,0.005270103,0.000679758,0.000852529,0.001550235
2237,3.97149397,0.005814358,0.996536123,0.005969134,2.75911E-05,0.000380149,0.000291388
2238,3.616411565,0.007029605,2.419041218,0.008136118,0.000564454,0.000749972,0.002082179
2239,3.153316695,0.007045459,1.255440079,0.000538158,0.000212728,0.000391506,0.000781769
2240,3.848453956,0.003728656,1.494823607,0.008512539,0.00090619,0.000966652,0.000380739
2241,3.914944273,0.00192684,3.32267372,0.008446379,0.000253408,0.000404114,0.002948282
2242,3.930539012,0.004884062,3.668507905,0.004302583,0.0003757,0.000266349,0.000839157
2243,4.494708922,0.002207396,0.850350997,0.005092866,0.000617627,0.000930575,0.000527879
2244,2.887056614,0.002037181,2.761287686,0.000832811,0.000605579,0.000755592,0.002392163
2245,4.177075663,0.001853385,2.392287969,0.000706499,0.000609693,0.000807139,0.001548863
2246,4.673143037,0.008460353,0.038277808,0.005851427,0.000525152,0.000733042,0.00287392
2247,3.385511195,0.004520709,0.039542021,0.005242774,0.000914352,0.000127162,0.000154013
2248,2.932337541,0.004815909,1.725353042,0.004483372,0.000543861,0.000134051,0.000803859
2249,4.913864744,0.005108834,1.090129404,0.003768697,0.000430325,0.000700615,0.001977015
2250,3.226161075,0.005745649,1.675563516,0.002507993,0.000856975,0.000681482,0.00236366
2251,2.72025087,0.003854021,3.487746017,0.006160626,0.000653904,0.000792343,0.001353045
2252,3.289956697,0.002400239,0.528399553,0.001300897,0.000159406,0.000357417,0.001312008
2253,3.149620177,0.000396859,1.516149606,0.000816992,1.23209E-05,0.000163352,0.001385243
2254,2.61372223,0.000710768,3.576197135,0.008224648,0.000263358,0.000773196,0.000799467
2255,4.165908663,0.002788474,1.189823793,0.005508602,0.000359835,0.000567615,0.002659587
2256,3.676785423,0.009193281,1.777353144,0.009599118,0.000213025,8.63597E-05,3.17762E-05
2257,4.422675178,0.004775588,3.908950122,0.003869688,0.000897489,0.000440849,0.001905276
2258,2.645772614,0.00214619,1.589299005,0.007046655,0.000392301,0.000605425,0.001030796
2259,3.986998601,0.002230151,1.186828509,0.003121051,0.000820393,0.000837982,0.000887244
2260,4.822949715,0.003517729,1.444184642,0.004685831,0.000910655,0.000802639,0.000544473
2261,2.502102043,0.001890589,1.828357704,0.002238187,7.30239E-05,0.000117892,0.001511039
2262,2.527685482,0.007343882,1.356007296,0.002390084,0.000920633,0.000913702,0.001723168
2263,4.77187944,0.00180183,3.232805003,0.009094524,0.000461124,0.000279354,0.001153812
2264,4.438635381,0.00052946,1.13095389,0.002925589,2.58396E-05,0.00084716,0.001260808
2265,4.223914723,0.004181196,2.207384956,0.005147542,0.000415343,0.000316243,0.000604979
2266,2.594892896,0.007115446,0.185114948,0.0054251,0.000271116,0.000272378,0.001657313
2267,4.568132449,0.004247691,0.543501623,0.005942298,7.78294E-05,0.00055732,0.001119297
2268,4.177180338,0.001656181,1.094260075,6.94979E-05,0.000254294,0.000498635,0.001195709
2269,3.393054898,0.004633903,0.391567325,0.007126402,0.000244432,4.63472E-05,0.000422149
2270,4.006347412,0.000323646,2.3274927,0.002973084,0.00083061,0.000924372,0.000357465
2271,2.993644391,0.007425643,1.074694523,0.009187754,0.000242178,0.000349112,0.000689775
2272,2.542170321,0.008979655,2.799158328,0.000582483,0.000985311,0.000672502,0.000486677
2273,3.768762214,0.003988994,3.569332695,0.007062215,0.000174576,0.000687317,0.001106047
2274,3.91327561,0.005576994,3.033264324,0.001331065,4.49694E-05,0.000894044,0.002597488
2275,3.359852473,0.00920013,3.248531504,0.004764186,9.1159E-05,0.000513891,0.002127559
2276,3.341880451,0.007238281,3.201455713,0.005181977,0.000596156,0.000931706,0.001235838
2277,2.747498118,0.004415854,1.672528976,0.002919411,0.00076856,0.000709388,0.002501242
2278,4.828820693,0.0091604,2.322408373,0.002367354,0.000586182,0.000295579,0.00257605
2279,4.073059326,0.006200126,0.157591328,0.001005994,0.000836929,8.79829E-05,0.001000999
2280,4.816968099,0.000327358,1.778601829,0.009526779,0.000951084,0.000147395,0.000821382
2281,2.987563103,0.006701626,2.349236979,0.000377515,0.000901563,0.000226553,0.001308594
2282,2.828618503,0.003223025,3.054881435,0.001203529,0.000296607,0.000694509,0.002470365
2283,3.673668384,0.005594495,3.666879017,0.007643276,0.000436306,0.000886476,0.002988085
2284,2.556596327,0.006764219,0.282252075,0.004889604,9.45121E-05,2.79073E-05,0.001180504
2285,3.402643306,0.004859687,3.945960711,0.006480406,0.000860593,0.00012612,0.001034042
2286,4.423040769,0.009856446,0.399080555,0.001108262,0.000727252,0.00035377,0.001104748
2287,2.900692094,0.007002468,1.342499756,0.007663018,0.00045622,0.000565982,0.000575369
2288,4.754567574,0.0013575,3.205004413,0.003130714,0.000661461,0.000319527,0.00040505
2289,4.066043255,0.000252151,2.856523748,0.007486625,0.000536454,0.000844335,0.002638399
2290,2.89865533,0.00296738,0.766573811,0.007973354,0.000729074,8.81001E-05,0.002080668
2291,2.712887711,0.003774214,2.801052316,0.003672893,0.000140271,0.000164128,0.002351586
2292,4.892987847,0.007778899,1.120291416,0.000436726,0.000517825,0.000413416,0.000172416
2293,3.955878126,0.004564907,3.797089504,0.005300626,0.000981296,0.00056761,0.000664855
2294,2.588675895,0.003799049,0.77285525,0.005491868,0.00057877,0.000343879,0.002150444
2295,3.345121774,0.000736425,3.779265977,0.00747037,0.000612174,0.000321668,0.001574768
2296,3.405366033,0.009020539,0.907243775,0.008317992,0.000538144,0.000284555,0.001814972
2297,4.358054416,2.04755E-05,0.537527288,0.00285805,0.000547272,0.000389936,0.002822481
2298,4.536069436,0.009607029,3.904664668,0.000865259,0.000853292,0.000412063,0.000783032
2299,2.80515347,0.008141722,3.584114315,0.00486069,0.000210384,0.000670057,0.002399387
2300,3.70774345,0.000655642,3.012098939,0.004254557,0.000814765,0.000640815,0.000289734
2301,4.173476817,0.003984924,0.645953975,0.000833526,0.000767519,0.000779438,0.00175666
2302,3.942258494,0.003895362,3.212626061,0.009890377,0.000529418,0.000410393,0.001440303
2303,3.982986886,0.00942773,3.287148433,0.000701512,0.00062091,0.000267649,0.001069062
2304,2.746262512,0.009623668,2.702897895,0.006566384,0.00080666,0.000380175,0.002920042
2305,3.449487977,0.009191204,3.234817674,0.000234196,0.00047789,0.000392141,0.002304014
2306,3.488512039,0.009879607,0.658971218,0.004410381,0.00063959,0.000466257,0.000709875
2307,2.736086099,0.001011574,0.495377648,0.007266592,0.000193594,0.000137416,0.001112194
2308,2.878381648,0.005461068,3.53113293,0.004775124,0.000489088,0.000907077,0.00253232
2309,2.585652256,0.009211809,1.132342884,0.002073426,7.26863E-05,0.000772506,0.002049434
2310,3.572902529,0.009093768,3.391421258,0.005169759,0.000775997,0.000139963,0.001440786
2311,4.036863313,0.00454758,0.517449742,0.007698293,0.000855377,0.00015955,1.01045E-05
2312,2.588978368,0.003570653,0.336166984,0.001534401,0.000105481,0.000193664,0.001109955
2313,3.763261753,0.005088874,0.840105126,0.001092449,0.000194546,0.000103269,0.000388753
2314,2.821286401,0.005521259,1.886471014,0.001372376,0.000223833,0.000104141,0.001742617
2315,3.209590647,0.003163416,0.603198563,0.009788874,0.00055073,0.000379607,0.002143861
2316,3.811433963,0.002436184,1.773043629,0.009960908,0.000518489,0.000891618,0.002056271
2317,3.311118732,0.007846484,1.120961452,0.007756192,2.96631E-05,0.000912115,0.0006999
2318,4.874779434,0.009022254,2.468356256,0.009853487,0.000744533,0.000631959,0.002618673
2319,3.890724515,0.000858429,3.566739298,0.00496887,0.000774306,0.000137524,0.002920272
2320,3.578637074,0.009007041,3.324455247,0.003071317,0.000590583,0.000301376,0.002012566
2321,3.083973787,0.003168898,1.282739033,0.003802327,0.000992916,0.000617203,0.000356744
2322,4.179838304,0.00832502,2.32097797,0.002586035,0.000668284,0.000289037,0.002849206
2323,4.195937432,0.0083405,3.197781191,0.007147713,0.000282729,0.000778247,0.002910055
2324,4.931482098,0.004171129,0.406627206,0.006389893,0.000180181,0.000622619,0.002051015
